,carat,cut,color,clarity,depth,table,price,volume
1536,0.31,Very Good,F,VVS1,61.3,56.0,808,50.755365
1537,0.72,Ideal,I,SI2,60.7,60.0,1927,116.32249999999999
1538,0.73,Ideal,D,SI1,61.8,56.0,3189,119.26656
1539,0.57,Ideal,E,VS2,61.3,57.0,2202,93.064854
1540,0.72,Very Good,E,VS2,63.8,57.0,3035,116.58354800000002
1541,0.7,Ideal,D,VVS2,61.4,56.0,5539,116.1017
1542,1.23,Ideal,I,VS1,61.5,56.0,6435,199.93264200000002
1543,1.26,Very Good,I,VS1,59.2,60.0,6855,208.046124
1544,0.72,Ideal,G,SI2,62.1,55.3,2089,116.884768
1545,0.31,Premium,F,SI1,62.7,58.0,516,50.574833
1546,0.9,Very Good,E,I1,62.4,63.0,2200,139.628527
1547,0.82,Good,G,VS2,64.0,57.0,2805,131.80406399999998
1548,0.54,Very Good,F,VS1,61.6,59.0,1600,88.07344
1549,0.58,Premium,D,VS1,61.4,58.0,2192,94.34338199999999
1550,0.71,Very Good,G,VS2,63.3,56.0,2549,117.490338
1551,1.09,Ideal,E,VS2,62.4,55.0,7978,177.24299999999997
1552,1.21,Ideal,J,VS1,62.3,55.0,5324,199.01271599999998
1553,2.04,Very Good,H,SI2,63.2,58.0,13790,329.832
1554,1.0,Premium,I,VS2,61.6,59.0,4452,163.719468
1555,0.38,Ideal,G,SI1,61.5,55.0,695,62.591255999999994
1556,0.42,Very Good,H,SI1,61.5,54.0,670,71.4429
1557,1.0,Very Good,F,VS2,61.1,60.0,7343,162.48192
1558,0.35,Very Good,D,VS1,59.9,56.0,846,59.251408
1559,0.35,Good,H,SI1,63.3,54.0,504,58.430657999999994
1560,0.35,Very Good,G,VS1,62.5,55.0,706,58.073015
1561,0.55,Ideal,H,VVS2,61.6,55.0,1668,91.74617999999998
1562,1.01,Premium,G,VVS2,61.2,58.0,8016,165.76758
1563,1.08,Ideal,E,SI2,61.7,57.0,4989,175.51379999999997
1564,0.71,Very Good,G,SI2,62.4,54.0,2171,117.95097599999998
1565,0.7,Good,E,SI1,64.3,57.0,2164,112.69008
1566,0.4,Ideal,G,VS1,62.3,57.0,819,64.85965200000001
1567,0.41,Very Good,D,VS2,62.8,58.0,779,67.094104
1568,0.55,Ideal,I,SI1,61.4,54.0,1076,92.72084999999998
1569,0.75,Ideal,G,VS1,62.3,57.0,2973,124.356232
1570,0.38,Ideal,F,VS2,62.3,54.0,870,63.46273500000001
1571,1.01,Very Good,G,VVS1,63.1,59.0,7412,163.36717199999998
1572,0.91,Ideal,H,VS1,62.9,55.0,4109,148.55871100000002
1573,0.41,Ideal,J,VS1,62.2,55.0,604,67.71718800000001
1574,0.3,Premium,I,VVS2,61.7,58.0,675,49.938612000000006
1575,1.12,Ideal,G,SI2,62.1,57.0,4222,184.73301
1576,1.28,Ideal,G,VVS1,62.1,56.0,11147,207.88336799999996
1577,1.34,Fair,G,SI2,64.7,55.0,5106,221.965923
1578,0.4,Ideal,E,VS1,62.3,56.0,1053,65.498202
1579,1.52,Ideal,E,VS2,62.2,57.0,15239,248.094936
1580,0.71,Ideal,I,VVS2,60.2,56.0,2817,121.42352799999998
1581,2.29,Fair,J,VS2,57.0,66.0,13701,376.8864000000001
1582,0.51,Ideal,D,VS1,62.5,57.0,1873,83.132676
1583,0.3,Ideal,H,VVS2,61.2,57.0,605,49.154688
1584,0.71,Ideal,E,SI2,61.2,57.0,2619,117.31954999999999
1585,0.37,Premium,D,VS2,61.0,59.0,876,59.717277
1586,0.4,Ideal,G,IF,61.2,56.0,1229,67.084108
1587,0.31,Ideal,D,VS2,61.5,56.0,734,52.03359000000001
1588,0.31,Ideal,G,VVS2,60.0,58.0,661,51.109344
1589,0.38,Good,E,SI1,58.9,58.0,680,63.17388
1590,0.31,Good,F,VS2,63.6,54.0,583,50.77877600000001
1591,0.31,Ideal,G,VVS1,62.5,54.0,789,52.134264
1592,1.13,Ideal,G,SI1,62.0,55.0,6133,186.01462
1593,0.51,Ideal,F,IF,62.4,55.0,2524,84.04928000000001
1594,1.02,Ideal,F,VS2,62.3,56.0,7175,167.1624
1595,0.56,Ideal,F,SI1,61.4,57.0,1340,90.94800000000001
1596,1.09,Fair,H,SI1,64.4,60.0,5085,173.32972800000002
1597,0.39,Very Good,F,VS2,62.1,59.0,716,64.50250799999999
1598,0.7,Very Good,G,IF,63.0,59.0,3725,110.699388
1599,1.52,Very Good,F,VS1,63.4,60.0,16670,243.98425
1600,0.34,Ideal,E,VS1,61.6,55.0,790,56.54519999999999
1601,0.72,Ideal,I,VS2,61.1,56.0,2337,118.67212800000001
1602,0.72,Ideal,F,SI1,61.5,58.0,2642,116.30361599999998
1603,1.51,Premium,F,SI1,60.7,58.0,11666,245.539242
1604,1.0,Good,D,SI1,57.6,62.0,4155,162.6534
1605,1.19,Ideal,D,SI2,60.4,55.0,5406,198.53328299999998
1606,1.26,Premium,H,SI1,62.2,58.0,6664,204.24303899999998
1607,0.57,Good,I,SI1,63.3,56.0,1072,93.11352199999999
1608,0.9,Good,E,SI1,60.4,58.0,4147,142.444224
1609,0.41,Ideal,I,SI1,61.7,55.0,561,67.5432
1610,0.9,Good,E,SI2,65.8,60.0,3595,139.010256
1611,0.72,Very Good,G,SI2,63.4,57.0,2001,116.876277
1612,0.28,Ideal,E,VS2,61.5,56.0,598,46.521280000000004
1613,0.31,Premium,I,SI1,60.7,60.0,523,49.954344000000006
1614,2.0,Fair,I,SI2,67.7,57.0,10483,316.66883199999995
1615,0.51,Good,H,SI2,63.7,61.0,964,78.458768
1616,0.9,Ideal,G,SI1,61.6,57.0,3931,147.07305599999998
1617,0.5,Premium,F,VS2,61.9,56.0,1654,82.350864
1618,0.36,Ideal,D,VS2,60.0,56.0,933,61.06463999999999
1619,0.35,Ideal,D,VVS1,61.0,55.0,1303,59.588298
1620,1.52,Very Good,J,VS1,62.2,55.0,8217,250.32483
1621,0.55,Ideal,F,VS1,61.5,56.0,1896,90.60349999999998
1622,1.52,Premium,E,SI2,58.1,60.0,9831,250.900353
1623,0.7,Fair,F,I1,66.5,62.0,992,111.621582
1624,0.5,Fair,H,VS1,66.3,55.0,1136,77.31482400000002
1625,0.41,Ideal,F,VS2,61.8,56.0,1107,67.91423999999999
1626,1.12,Premium,G,SI1,59.8,58.0,5329,185.89661999999998
1627,1.01,Premium,F,SI2,62.2,59.0,4497,163.01920800000002
1628,0.52,Ideal,J,IF,62.1,56.0,1385,84.86912000000001
1629,1.15,Premium,I,SI1,62.2,56.0,4637,188.75166199999998
1630,0.33,Ideal,E,VVS1,61.2,56.0,984,54.99043000000001
1631,0.53,Premium,G,VS1,62.4,58.0,1813,86.66736
1632,0.3,Ideal,G,SI2,62.0,55.0,422,49.481508000000005
1633,1.7,Premium,H,VVS2,61.4,58.0,10337,273.751548
1634,1.38,Fair,G,SI2,61.2,59.0,4730,224.539386
1635,1.04,Very Good,D,SI1,58.9,58.0,6138,175.10272200000003
1636,1.06,Good,H,SI1,57.2,60.0,4060,178.87420799999998
1637,1.29,Premium,D,SI2,59.4,62.0,6935,205.78699799999998
1638,0.91,Good,G,VS1,64.1,59.0,4150,146.58056
1639,0.54,Ideal,H,SI1,60.6,57.0,1291,90.16761600000001
1640,1.13,Ideal,G,SI2,60.8,56.0,4707,181.16044799999997
1641,0.91,Good,E,SI2,63.9,61.0,3538,142.11684900000003
1642,0.37,Very Good,E,SI1,61.4,60.0,593,60.14316
1643,0.3,Very Good,F,VS2,62.7,58.0,605,48.977
1644,0.41,Ideal,E,VS1,62.1,55.0,1079,68.00112
1645,1.5,Fair,J,VS1,60.1,61.0,7819,231.28225
1646,0.31,Premium,H,SI2,59.5,59.0,501,51.378364999999995
1647,1.24,Premium,E,SI2,61.1,59.0,6377,204.203064
1648,1.14,Ideal,G,IF,59.0,59.0,12458,190.581255
1649,0.4,Premium,D,VS1,62.1,58.0,1123,65.13683
1650,1.28,Premium,H,SI1,59.9,59.0,6580,211.13622000000004
1651,1.57,Ideal,J,VVS2,61.4,57.0,9346,256.46625
1652,1.15,Ideal,D,VS2,58.5,57.0,8114,195.82516799999996
1653,0.3,Ideal,F,VVS1,62.6,56.0,857,48.795317999999995
1654,0.27,Ideal,G,VS2,61.5,56.0,490,44.515328000000004
1655,0.92,Ideal,H,VS2,60.8,58.0,4639,151.76911199999998
1656,0.72,Fair,E,VS2,64.4,59.0,2691,116.40283199999999
1657,1.5,Very Good,I,VS1,60.8,63.0,9281,245.206533
1658,0.71,Ideal,E,VS2,59.5,57.0,3035,118.89002400000001
1659,0.32,Ideal,D,SI1,61.3,55.0,589,52.39026
1660,0.23,Ideal,G,VVS1,60.8,57.0,536,38.078964000000006
1661,0.61,Ideal,G,VS1,61.5,56.0,2182,101.8732
1662,0.52,Ideal,D,VS2,61.9,55.0,1802,87.06847800000001
1663,0.27,Very Good,D,VVS2,59.9,59.0,620,46.16622
1664,1.02,Premium,F,VS1,62.0,59.0,7351,162.610803
1665,0.26,Very Good,H,VVS2,63.3,58.0,600,42.361824
1666,1.76,Very Good,J,SI2,60.9,60.0,9053,290.33953199999996
1667,0.8,Ideal,F,VS2,62.7,54.0,3429,130.81194000000002
1668,0.44,Ideal,E,VS2,62.4,57.0,1073,72.9316
1669,0.36,Premium,D,SI1,61.4,58.0,663,58.814423999999995
1670,0.5,Ideal,G,VVS1,61.9,58.0,1883,80.871956
1671,0.7,Fair,G,SI2,61.5,66.0,1999,106.6044
1672,0.73,Ideal,E,VS2,61.7,57.0,3649,119.47361999999997
1673,0.75,Very Good,F,VS1,60.9,59.0,3220,121.830676
1674,1.27,Very Good,I,VS2,62.4,58.0,6443,201.41123600000003
1675,0.32,Very Good,I,VS2,62.8,58.0,449,51.657333
1676,0.55,Ideal,E,VS2,62.0,55.0,1715,90.195072
1677,0.31,Premium,G,VVS1,59.5,60.0,1046,50.722938
1678,0.51,Good,G,VS1,63.4,57.0,1590,82.186272
1679,1.09,Ideal,H,SI1,61.9,56.0,4784,179.95064
1680,0.54,Ideal,F,VVS1,61.6,55.0,2977,90.4332
1681,0.31,Ideal,F,VS1,61.2,56.0,821,52.509600000000006
1682,1.3,Ideal,G,VS2,61.9,55.0,9060,214.67424
1683,0.31,Ideal,E,VVS1,62.1,55.0,853,51.09048
1684,0.9,Very Good,H,VS2,63.0,61.0,3878,142.64448
1685,0.54,Premium,D,VS2,61.5,58.0,1993,88.242812
1686,0.26,Ideal,E,VVS2,61.3,57.0,733,43.257940000000005
1687,0.32,Premium,H,VS1,60.2,58.0,561,53.069628
1688,0.5,Ideal,H,VS1,61.9,53.0,1370,83.84896800000001
1689,1.11,Premium,F,VS1,62.8,56.0,7310,180.06267599999998
1690,1.11,Ideal,G,SI1,61.9,57.0,5408,181.48033800000002
1691,0.31,Ideal,H,VS1,61.7,57.0,698,50.059295999999996
1692,0.33,Very Good,I,SI1,62.8,58.0,445,53.87012899999999
1693,1.0,Very Good,F,VS1,61.9,58.0,7450,159.12005200000002
1694,1.14,Very Good,F,SI2,59.2,63.0,5033,187.90363200000002
1695,1.04,Fair,F,SI1,66.9,62.0,4403,158.36741999999998
1696,0.24,Very Good,F,VS1,62.0,56.0,417,38.672676
1697,0.9,Good,H,SI2,64.3,58.0,3114,138.956526
1698,0.33,Ideal,G,VVS1,62.2,57.0,868,54.285336
1699,1.51,Premium,E,VS2,62.2,59.0,14709,249.98976000000002
1700,0.9,Premium,G,VVS2,63.0,58.0,4486,143.72242500000002
1701,1.01,Fair,F,VS2,65.5,62.0,5501,156.95425900000004
1702,0.91,Premium,G,VS2,60.8,56.0,4357,148.19544
1703,0.44,Good,J,VS1,63.1,57.0,694,71.977626
1704,0.72,Ideal,E,VS2,61.3,57.0,3223,118.060416
1705,1.07,Premium,H,VS2,62.1,59.0,5424,173.65107199999994
1706,1.05,Very Good,I,VS2,63.2,56.0,4895,172.69076999999996
1707,1.04,Ideal,F,VVS2,62.2,56.0,9281,170.422552
1708,1.02,Ideal,G,SI2,62.6,58.0,4363,164.76288
1709,0.92,Premium,H,SI1,59.0,59.0,3709,150.092184
1710,1.07,Premium,G,VS2,59.8,58.0,5177,176.00395799999998
1711,0.54,Ideal,H,SI1,62.5,56.0,1147,88.65896
1712,0.38,Very Good,E,SI1,62.8,58.0,701,61.764199999999995
1713,0.72,Good,F,VS2,63.5,55.0,2700,118.76634000000001
1714,0.54,Ideal,F,VVS2,62.0,55.0,2454,89.4075
1715,0.61,Very Good,E,VS2,60.0,57.0,2036,101.71151999999998
1716,0.34,Ideal,E,SI1,62.2,54.0,714,56.12085
1717,0.55,Very Good,D,SI2,59.7,64.0,1401,88.426912
1718,0.5,Premium,F,SI1,62.2,59.0,1250,80.07659400000001
1719,0.41,Ideal,F,IF,61.7,56.0,1439,68.713029
1720,1.53,Very Good,J,VS1,59.5,60.0,7677,261.0639
1721,0.4,Ideal,D,VS2,61.7,56.0,1172,65.328576
1722,0.34,Very Good,E,VS1,62.3,53.0,784,56.57231999999998
1723,0.78,Very Good,G,SI1,63.0,58.0,2721,125.50713600000002
1724,0.73,Premium,I,VVS2,61.5,58.0,2519,117.24267600000002
1725,0.8,Very Good,H,SI1,63.8,56.0,2739,129.650625
1726,0.74,Very Good,H,VVS1,62.4,57.0,3061,120.81081599999997
1727,0.7,Very Good,H,SI1,62.4,59.0,2066,114.922375
1728,0.31,Premium,F,VS1,61.8,60.0,680,51.56054999999999
1729,0.31,Ideal,D,SI1,61.0,57.0,571,51.766344000000004
1730,0.41,Fair,H,SI1,65.4,61.0,659,62.435087
1731,0.71,Ideal,I,SI1,62.1,55.0,2319,115.336305
1732,2.51,Very Good,I,SI2,62.3,57.0,18090,414.116736
1733,0.39,Premium,J,VS2,61.3,60.0,746,62.23932
1734,0.36,Premium,F,VS2,60.5,59.0,726,59.893119999999996
1735,0.91,Premium,F,SI2,62.9,57.0,3346,145.28113600000003
1736,1.01,Premium,F,VVS1,62.8,58.0,9412,162.30599999999998
1737,1.02,Ideal,F,VS1,62.6,54.0,8157,166.20489
1738,0.46,Ideal,G,IF,61.1,56.0,1987,76.806
1739,1.71,Very Good,D,SI2,63.5,56.0,11844,272.674582
1740,0.35,Ideal,D,VVS2,61.6,56.0,882,58.42973500000001
1741,0.33,Very Good,G,VVS2,61.9,56.0,692,55.470358000000004
1742,0.37,Ideal,E,SI1,61.9,56.0,833,59.702479999999994
1743,0.42,Ideal,G,VS1,61.8,57.0,984,68.570766
1744,0.3,Ideal,F,SI1,62.3,53.9,499,49.437424
1745,0.52,Ideal,E,VS2,61.0,57.0,1767,85.71648300000001
1746,1.01,Ideal,E,SI1,60.7,57.0,4853,167.14346
1747,2.02,Very Good,H,SI1,59.6,59.0,18236,341.81977499999994
1748,0.71,Ideal,E,VS2,62.3,56.0,3026,116.27316
1749,1.3,Very Good,G,SI1,61.0,57.0,7985,212.31467399999997
1750,0.73,Good,G,I1,63.9,55.0,1210,119.62656
1751,0.9,Very Good,H,VS2,62.7,59.0,4155,144.0576
1752,0.71,Very Good,E,VS2,58.5,57.0,2630,119.13752000000001
1753,1.23,Ideal,F,VS1,62.5,54.0,9660,199.48158999999998
1754,0.3,Very Good,G,VS2,61.1,62.0,491,48.74021200000001
1755,0.3,Ideal,D,VS1,61.8,56.0,848,49.82754
1756,1.01,Ideal,E,SI1,62.2,56.0,5068,164.19648
1757,2.05,Ideal,F,SI2,62.2,57.0,12743,337.169196
1758,0.73,Ideal,E,VVS2,62.0,57.0,3780,118.440819
1759,0.36,Ideal,E,VS2,61.2,56.0,1013,59.929793999999994
1760,0.32,Ideal,D,SI2,61.4,56.0,612,53.938794
1761,0.53,Ideal,F,VS2,62.3,55.0,1683,86.83532
1762,2.09,Ideal,H,SI1,60.6,57.0,14383,348.45854399999996
1763,0.43,Premium,F,SI1,62.4,57.0,1016,69.2634
1764,1.01,Premium,G,VS2,62.1,54.0,6108,164.94660000000002
1765,0.3,Premium,G,VVS2,60.8,58.0,878,50.374379999999995
1766,0.9,Ideal,G,SI2,60.6,55.0,4077,151.612362
1767,1.01,Premium,I,SI2,62.6,55.0,3818,164.50383399999998
1768,0.34,Ideal,E,VS2,62.4,54.0,956,56.32256
1769,1.53,Premium,G,SI1,58.4,59.0,9476,254.86233
1770,0.37,Ideal,I,VS2,61.2,56.0,603,61.142928
1771,1.23,Ideal,I,SI1,61.8,58.0,6389,202.22944199999998
1772,0.42,Ideal,D,VS2,62.2,55.0,1103,67.71600000000001
1773,1.22,Ideal,H,SI1,62.2,54.0,6727,199.597188
1774,1.15,Premium,H,SI2,61.6,60.0,4743,188.244
1775,1.2,Ideal,I,I1,61.9,56.0,3505,197.61291000000003
1776,0.28,Very Good,G,VVS2,62.5,53.0,522,46.106236
1777,0.52,Ideal,D,VS1,61.0,56.0,2010,86.48328000000001
1778,1.05,Premium,E,VS2,62.1,58.0,7056,172.16549999999998
1779,1.06,Premium,I,SI2,61.5,57.0,2968,171.409986
1780,1.73,Very Good,I,SI1,60.9,59.0,11554,277.708032
1781,0.92,Premium,G,SI2,62.9,58.0,3650,148.56493500000002
1782,0.34,Good,E,SI1,63.4,55.0,556,55.84276800000001
1783,1.02,Good,F,SI2,64.1,60.0,4179,158.03625
1784,1.61,Premium,F,VS2,61.6,61.0,14833,260.215956
1785,1.59,Premium,E,VS1,61.2,58.0,17552,261.729062
1786,0.41,Premium,F,VS2,61.6,59.0,1107,66.246714
1787,1.51,Good,E,SI1,60.4,61.0,10088,239.85812400000003
1788,0.51,Premium,J,VS2,61.5,58.0,1020,82.57409999999999
1789,0.61,Very Good,D,VS1,60.9,56.0,2481,101.337165
1790,1.61,Premium,I,VS1,62.2,58.0,9961,263.02841
1791,1.02,Ideal,E,SI2,61.6,56.0,4547,169.35156
1792,0.92,Ideal,J,VS1,62.0,55.0,3489,151.804224
1793,1.04,Premium,E,VS1,58.6,59.0,6765,172.98528
1794,1.71,Very Good,J,SI1,62.9,58.0,8690,277.394648
1795,1.34,Premium,G,VS2,61.0,60.0,7780,218.27140300000002
1796,1.0,Good,H,SI1,56.8,65.0,4086,159.58390800000004
1797,0.82,Ideal,F,SI2,62.3,56.0,2867,133.82941599999998
1798,0.55,Ideal,E,SI1,61.7,57.0,1551,89.30120400000001
1799,0.41,Premium,D,SI1,59.2,62.0,947,66.85821999999999
1800,1.07,Premium,E,SI2,61.3,59.0,5033,176.94935999999998
1801,0.43,Ideal,D,SI1,62.5,55.0,993,69.78384
1802,0.3,Ideal,I,IF,62.5,56.0,615,48.681576
1803,0.54,Very Good,I,SI1,61.3,60.0,1079,87.1936
1804,0.3,Very Good,G,VVS2,62.1,59.0,684,47.683944000000004
1805,1.01,Premium,G,VVS2,63.0,61.0,7665,161.2896
1806,0.9,Fair,G,SI1,64.5,57.0,3629,142.74819
1807,0.52,Premium,E,VS2,62.3,57.0,1815,84.3744
1808,0.35,Ideal,G,IF,61.4,55.0,1044,58.814423999999995
1809,0.51,Ideal,E,VS2,61.7,53.0,1709,86.1952
1810,0.31,Ideal,G,VS1,61.9,56.0,542,51.32484
1811,1.51,Premium,G,VS1,62.6,60.0,14375,237.11469600000004
1812,1.77,Ideal,J,SI2,62.0,56.0,7771,289.644732
1813,2.05,Premium,G,SI2,58.7,60.0,17988,343.15008000000006
1814,0.71,Ideal,E,SI1,61.7,55.0,3376,117.37045499999999
1815,0.73,Premium,J,VS1,61.3,61.0,2037,119.96274400000001
1816,0.9,Very Good,E,SI2,61.6,58.0,3715,147.07534800000002
1817,0.3,Ideal,G,VVS1,60.6,57.0,734,50.60652
1818,0.5,Ideal,E,VS2,62.2,55.0,1746,81.547908
1819,0.4,Premium,E,SI2,60.5,59.0,821,65.25273600000001
1820,1.01,Good,I,SI2,64.1,58.0,3349,159.187418
1821,0.9,Good,E,SI2,63.7,63.0,3595,142.82234999999997
1822,1.31,Ideal,G,VS1,62.2,56.0,9891,215.96758499999999
1823,0.42,Premium,D,SI1,63.0,59.0,942,68.773383
1824,1.2,Premium,G,VS1,61.4,60.0,8596,196.20972
1825,1.01,Very Good,H,SI1,62.9,56.0,5433,162.96399399999999
1826,0.72,Very Good,D,VS2,63.1,59.0,3139,116.02521
1827,0.32,Premium,G,IF,59.4,59.0,954,53.946816000000005
1828,2.01,Ideal,H,SI1,65.1,56.0,16733,317.513728
1829,0.55,Premium,E,VS2,59.7,57.0,2112,92.738184
1830,0.32,Very Good,E,VS1,61.1,59.8,792,53.423584999999996
1831,0.3,Ideal,F,IF,62.1,57.0,886,49.368033
1832,0.32,Premium,G,VS2,61.7,60.0,720,51.13152000000001
1833,1.6,Ideal,G,VS2,62.2,55.0,14474,260.1675
1834,1.11,Premium,H,VS2,62.4,58.0,5550,181.966662
1835,1.01,Good,F,SI1,62.4,59.0,5378,156.87385799999998
1836,1.09,Premium,H,SI2,62.5,58.0,4639,177.94450500000002
1837,1.05,Premium,H,VS2,62.7,59.0,5370,169.009335
1838,0.64,Premium,H,SI1,60.0,59.0,1274,105.366576
1839,0.25,Good,E,VVS1,61.3,61.0,575,41.043168
1840,0.4,Good,D,SI1,63.1,61.0,720,65.107272
1841,0.51,Very Good,D,VS2,63.5,56.0,1793,83.51811
1842,0.33,Ideal,F,SI1,60.6,56.0,550,54.268834000000005
1843,1.0,Good,F,SI2,62.7,57.0,4081,157.919256
1844,1.29,Ideal,I,VS2,62.7,57.0,6509,209.507745
1845,1.06,Very Good,E,SI1,59.8,56.0,6169,176.00395799999998
1846,0.97,Ideal,H,SI2,61.6,55.0,3694,157.410344
1847,0.3,Ideal,G,SI2,60.6,56.0,405,50.721
1848,0.31,Ideal,G,VVS2,62.1,54.0,677,52.181296
1849,0.52,Premium,H,VVS2,61.1,59.0,2246,85.386169
1850,0.37,Ideal,E,VS1,61.6,54.7,886,60.831255000000006
1851,0.32,Premium,G,VS2,62.1,60.0,720,51.632546
1852,1.0,Fair,G,SI1,64.4,57.0,4295,161.139776
1853,0.41,Ideal,J,VS2,62.4,55.0,613,67.292775
1854,1.21,Premium,G,VS2,60.3,60.0,8294,194.823018
1855,0.26,Premium,E,VS2,60.4,58.0,580,43.81902000000001
1856,0.41,Ideal,E,VS1,60.4,55.0,1115,69.72650999999999
1857,0.33,Ideal,E,VS2,61.5,57.0,723,53.815670999999995
1858,0.4,Premium,E,VS1,62.4,54.0,1125,65.998875
1859,0.34,Ideal,G,IF,61.7,55.0,1014,55.84320000000001
1860,0.3,Ideal,E,VS2,62.3,56.0,844,49.55212800000001
1861,1.01,Premium,I,SI2,61.6,59.0,3411,159.7152
1862,2.32,Very Good,H,SI2,60.6,58.0,18508,382.8032
1863,0.36,Ideal,E,VS1,62.4,55.0,1094,60.728913000000006
1864,1.05,Very Good,F,VS2,62.0,56.0,6545,170.26588800000002
1865,1.59,Premium,H,SI1,61.0,58.0,8829,261.85868
1866,0.41,Ideal,F,VVS2,61.9,55.0,1115,67.772752
1867,0.42,Ideal,G,VVS1,62.0,56.0,1179,69.608396
1868,0.9,Good,H,VS1,63.5,59.0,4309,145.08483999999999
1869,0.26,Very Good,G,VVS2,62.2,56.0,486,42.969539999999995
1870,1.59,Premium,H,VVS2,63.0,58.0,12409,261.20908000000003
1871,2.28,Ideal,J,VS1,62.6,54.2,16592,369.556425
1872,0.63,Ideal,E,VS2,61.5,56.0,2513,102.91768800000001
1873,0.32,Premium,D,VS2,61.7,59.0,758,52.777248
1874,1.02,Good,H,SI2,64.3,60.0,3713,161.385
1875,0.51,Ideal,F,SI1,60.0,57.0,1406,85.88685
1876,1.01,Premium,D,SI2,61.5,56.0,4805,163.05363
1877,0.38,Ideal,F,VVS1,61.9,54.0,1200,63.652100000000004
1878,0.93,Premium,D,SI2,62.6,57.0,4140,151.36679999999998
1879,0.3,Ideal,G,VVS2,60.9,57.0,878,49.610879999999995
1880,1.74,Very Good,H,SI2,62.1,59.0,10086,285.08643
1881,1.01,Premium,F,SI1,58.5,60.0,4989,166.9437
1882,0.34,Premium,I,VS1,61.0,60.0,689,55.36115200000001
1883,0.73,Ideal,I,VS1,62.1,54.0,2167,120.14293999999997
1884,0.79,Ideal,I,SI1,61.6,56.0,2756,130.363905
1885,1.23,Premium,E,SI1,59.2,62.0,7274,205.29600000000002
1886,0.32,Premium,H,VS2,60.5,59.0,648,51.92535899999999
1887,0.38,Ideal,F,SI1,61.0,56.0,874,63.80297000000001
1888,0.28,Very Good,H,VVS1,58.5,61.0,480,46.19328699999999
1889,0.77,Premium,D,VS2,61.3,60.0,3428,126.22505600000001
1890,0.7,Fair,J,SI1,63.0,57.0,1723,109.09079999999999
1891,0.53,Very Good,D,VS1,59.4,59.0,1907,87.70020000000001
1892,1.28,Very Good,H,SI2,60.4,61.0,6766,212.030424
1893,0.7,Good,H,SI1,65.4,59.0,1840,108.199728
1894,0.54,Very Good,F,VS2,59.4,57.0,1662,89.43274
1895,0.8,Very Good,J,VS1,63.4,56.0,2321,129.18109
1896,1.04,Very Good,D,VS1,60.8,58.0,6915,168.0822
1897,0.3,Ideal,H,IF,61.5,56.0,1013,49.756364
1898,1.7,Good,H,SI1,63.9,56.0,11869,277.347972
1899,1.01,Premium,E,VVS2,61.8,59.0,9711,162.45424799999998
1900,1.33,Good,G,VS1,62.8,60.0,10096,205.849932
1901,0.54,Ideal,E,SI2,62.1,56.0,1163,87.33790799999998
1902,0.71,Ideal,H,VS1,60.3,59.0,2487,115.85789999999999
1903,0.41,Ideal,I,VS2,61.5,55.0,747,68.48255999999999
1904,0.37,Very Good,F,VS2,59.2,61.0,696,59.932572
1905,0.37,Ideal,D,SI1,61.5,57.0,681,60.48631999999999
1906,0.9,Very Good,E,SI1,61.5,62.0,4239,144.894
1907,2.0,Fair,G,SI2,66.5,56.0,14208,306.72950000000003
1908,1.04,Very Good,F,SI1,63.4,59.0,5137,167.74912000000003
1909,0.57,Premium,E,IF,59.8,60.0,2753,94.359282
1910,1.01,Premium,F,VS1,61.2,59.0,7982,164.32632000000004
1911,1.55,Ideal,G,VS2,61.6,56.0,14106,256.33776
1912,1.23,Ideal,G,VS1,61.6,57.0,10859,199.63908
1913,0.43,Premium,F,SI1,61.6,59.0,1016,70.33107900000002
1914,0.4,Premium,F,SI2,59.6,58.0,864,67.18607999999998
1915,1.52,Ideal,I,SI2,61.3,60.0,7582,244.300837
1916,1.2,Premium,H,SI2,62.8,61.0,4973,185.39971999999997
1917,0.5,Ideal,E,VVS2,62.4,54.0,2346,82.711482
1918,0.35,Ideal,G,IF,62.3,55.0,1116,57.15539999999999
1919,1.0,Very Good,F,SI1,60.3,61.0,4620,158.35032399999997
1920,0.32,Ideal,H,IF,61.6,55.0,814,53.018784000000004
1921,2.02,Premium,I,SI2,61.4,57.0,13642,329.811056
1922,0.75,Premium,F,VS2,59.6,59.0,2835,128.083032
1923,1.04,Ideal,G,VS2,62.0,57.0,6342,170.00555000000003
1924,0.55,Premium,E,SI2,61.9,58.0,1273,88.01104000000001
1925,0.32,Premium,G,VVS2,61.7,59.0,936,52.226307000000006
1926,0.92,Premium,J,SI1,62.9,58.0,2858,149.91443999999998
1927,0.3,Very Good,H,VS1,61.9,55.0,541,50.78289600000001
1928,1.03,Premium,F,SI2,61.6,58.0,4586,164.905066
1929,0.82,Ideal,H,VVS1,62.9,56.0,3420,132.39936600000001
1930,0.7,Fair,E,SI1,66.7,59.0,2241,109.209825
1931,1.24,Ideal,G,VS1,61.5,56.0,8830,205.95234799999997
1932,0.53,Very Good,G,SI2,60.9,55.0,1092,89.31953399999999
1933,1.16,Ideal,G,SI2,61.7,56.0,4710,192.711376
1934,0.3,Very Good,F,VVS1,62.5,56.0,682,49.321915999999995
1935,1.2,Premium,H,SI2,60.9,60.0,3830,196.69867799999997
1936,0.4,Good,D,VS1,60.5,63.0,954,65.25359999999999
